id_client,mariee,retraite,a_charge,genre,facture_mensuelle,telephone,plusieurs_numeros,internet,total_factures,contrat,facture_par_mail,type_de_paiement,client_depuis_mois,sortie_client
MIAHT26745,0,0,0,F,80.300,Oui,Yes,Fibre,324.200,Month-to-month,1,Mailed check,4,No
FESFV83902,0,0,0,F,84.500,Oui,Yes,ADSL,5193.200,Two year,0,Bank transfer (automatic),62,No
QCKXA22732,0,0,0,H,49.050,Oui,No,ADSL,49.050,Month-to-month,0,Mailed check,1,No
OXEXL02394,0,0,0,F,84.250,Oui,Yes,Fibre,3847.600,Month-to-month,0,Mailed check,46,No
MAUWC02283,0,0,0,H,59.550,Oui,Yes,ADSL,1144.600,Month-to-month,0,Electronic check,19,No
EONCV92976,0,0,0,F,91.350,Oui,Yes,ADSL,6697.200,Two year,1,Bank transfer (automatic),72,No
VBUOG96501,1,0,1,H,25.050,Oui,Yes,Non,963.950,Two year,0,Credit card (automatic),38,No
IDSEY55691,1,0,0,H,105.700,Oui,Yes,Fibre,7472.150,One year,1,Bank transfer (automatic),71,No
XIIIT34733,1,0,0,F,100.000,Oui,Yes,Fibre,1534.750,Month-to-month,1,Electronic check,16,Yes
YQLLO64255,1,1,0,F,105.950,Oui,Yes,Fibre,6975.250,One year,1,Credit card (automatic),66,Yes
OIFMO00948,0,1,0,F,95.000,Oui,No,Fibre,1120.300,Month-to-month,1,Electronic check,11,Yes
PAHHL72337,1,0,1,H,84.000,Oui,Yes,ADSL,5714.250,Two year,1,Mailed check,66,No
TWWJU52133,0,0,0,H,91.000,Oui,No,Fibre,2626.150,Month-to-month,0,Electronic check,28,No
KTZEL37514,0,0,0,F,35.050,Non,No phone service,ADSL,35.050,Month-to-month,0,Mailed check,1,Yes
YCPUO38315,1,0,1,F,109.500,Oui,No,Fibre,7854.900,Two year,1,Credit card (automatic),72,No
GESUL28928,1,0,1,F,19.350,Oui,No,Non,309.250,Two year,0,Mailed check,18,No
OUYRN97321,1,0,0,F,19.000,Oui,No,Non,918.700,One year,0,Credit card (automatic),49,No
CAZNM20806,0,1,0,F,104.400,Oui,Yes,Fibre,4133.950,Month-to-month,1,Electronic check,41,No
YPMCW05156,0,0,1,H,70.450,Oui,No,Fibre,70.450,Month-to-month,1,Mailed check,1,Yes
PRJHP19898,1,1,0,H,75.500,Oui,Yes,Fibre,1893.950,Month-to-month,1,Electronic check,27,Yes
EQOZA36752,0,0,0,H,20.650,Oui,No,Non,93.550,Month-to-month,0,Bank transfer (automatic),5,No
ESWKO21442,0,0,0,H,35.200,Non,No phone service,ADSL,1463.700,One year,1,Credit card (automatic),43,No
ANMVE93083,0,0,1,H,55.300,Oui,No,ADSL,2654.050,Month-to-month,1,Electronic check,47,No
QSQBX88851,0,0,0,F,49.550,Oui,No,ADSL,49.550,Month-to-month,0,Bank transfer (automatic),1,No
PHLYD94746,0,0,0,F,59.450,Oui,No,ADSL,892.650,Month-to-month,1,Electronic check,15,Yes
HUUJM10773,0,0,1,F,71.050,Oui,No,Fibre,472.650,Month-to-month,1,Electronic check,7,No
GQJTW48817,0,0,0,H,19.600,Oui,No,Non,300.400,Month-to-month,0,Credit card (automatic),14,No
TYDAY35034,1,0,0,F,80.450,Oui,Yes,Fibre,3398.900,Month-to-month,0,Electronic check,43,No
BPJSO26838,1,0,0,H,84.450,Oui,Yes,Fibre,2467.100,Month-to-month,1,Electronic check,29,Yes
NCJAK41639,1,0,0,F,24.450,Oui,Yes,Non,1066.150,One year,1,Bank transfer (automatic),46,No
VWQJH22298,0,0,0,F,49.300,Oui,No,ADSL,1233.250,Month-to-month,1,Credit card (automatic),24,No
CDGWY52943,1,0,1,H,59.300,Non,No phone service,ADSL,3014.650,One year,0,Electronic check,51,Yes
EWARA77815,1,0,1,H,60.350,Non,No phone service,ADSL,4138.700,One year,0,Electronic check,70,No
VVORZ35661,1,0,0,F,45.900,Oui,No,ADSL,505.950,Month-to-month,0,Bank transfer (automatic),12,No
IVLYU75263,0,0,0,H,19.650,Oui,No,Non,68.350,Month-to-month,1,Mailed check,3,No
JMEQO80584,0,1,0,F,84.450,Oui,Yes,Fibre,762.500,Month-to-month,1,Electronic check,9,Yes
EKRGF99388,0,0,0,F,84.450,Oui,No,ADSL,1287.850,Month-to-month,0,Mailed check,15,No
KYJVA04804,1,0,1,F,24.250,Oui,Yes,Non,1784.500,Two year,0,Credit card (automatic),72,No
TTHBQ24959,0,0,1,F,20.400,Oui,No,Non,84.750,One year,1,Mailed check,4,No
YJHSN76638,1,0,0,F,103.950,Oui,Yes,Fibre,7556.900,Two year,1,Bank transfer (automatic),72,No
VIGUD76655,0,0,0,H,20.350,Oui,No,Non,176.300,One year,0,Mailed check,10,No
VDHOM62351,0,1,0,F,28.450,Non,No phone service,ADSL,131.050,Month-to-month,0,Electronic check,5,Yes
UYIVZ79941,1,0,0,H,85.650,Oui,Yes,Fibre,659.450,Month-to-month,1,Bank transfer (automatic),8,No
OAWRH67129,0,1,0,F,91.250,Oui,No,Fibre,2351.800,Month-to-month,1,Electronic check,26,Yes
DDHJK20773,1,0,0,F,70.900,Oui,Yes,ADSL,4911.350,Two year,0,Credit card (automatic),68,No
LUPSU46974,1,0,1,H,20.200,Oui,No,Non,34.750,One year,0,Mailed check,2,No
PGMQJ34889,0,1,0,H,74.500,Oui,No,Fibre,606.550,Month-to-month,1,Electronic check,8,Yes
FNXPP00303,0,0,0,F,19.850,Oui,No,Non,57.200,Month-to-month,0,Mailed check,3,No
KMEEH09521,0,0,0,H,98.150,Oui,Yes,Fibre,1230.250,Month-to-month,0,Mailed check,13,Yes
LZNWR75943,0,1,0,H,69.150,Oui,No,Fibre,2275.100,Month-to-month,0,Credit card (automatic),34,No
MURVM07696,1,0,1,F,65.700,Non,No phone service,ADSL,4575.350,Two year,0,Bank transfer (automatic),72,No
HRADD87062,0,0,0,H,43.550,Non,No phone service,ADSL,1011.500,Month-to-month,1,Mailed check,21,No
ZLIWT28738,1,0,1,F,84.850,Oui,Yes,Fibre,3303.050,Month-to-month,1,Electronic check,40,Yes
EUMTE82083,0,0,0,H,54.850,Non,No phone service,ADSL,916.150,Two year,0,Mailed check,16,No
FHBZC69334,0,0,0,F,56.050,Oui,No,ADSL,1553.200,One year,1,Mailed check,26,No
RTPWK55365,1,0,0,H,99.050,Oui,Yes,Fibre,4853.750,Month-to-month,1,Bank transfer (automatic),49,Yes
MNMOI37648,0,0,0,H,19.200,Oui,No,Non,908.150,Two year,0,Credit card (automatic),46,No
XSDCW54428,1,0,1,H,79.500,Oui,No,Fibre,868.500,Month-to-month,1,Bank transfer (automatic),11,Yes
FTRTS57666,1,0,0,H,84.450,Oui,No,ADSL,6033.100,Two year,0,Mailed check,72,No
MJKBO69619,0,0,0,H,20.450,Oui,No,Non,943.000,Two year,0,Bank transfer (automatic),47,No
BOIUJ55102,0,0,1,H,19.250,Oui,No,Non,19.250,Month-to-month,0,Mailed check,1,Yes
YACBP69174,0,1,0,F,89.750,Oui,Yes,Fibre,5496.900,Month-to-month,1,Electronic check,59,No
SZMCV64612,1,0,0,F,87.950,Oui,Yes,ADSL,6365.350,Two year,0,Bank transfer (automatic),71,No
YUTXB76328,1,0,1,F,20.050,Oui,No,Non,520.100,One year,0,Mailed check,25,No
NNTRC89155,1,0,1,H,107.700,Oui,Yes,Fibre,7919.800,Two year,1,Credit card (automatic),72,No
ZCLOT97006,0,0,0,H,20.000,Oui,No,Non,32.700,Month-to-month,0,Mailed check,2,No
YNLEU48084,1,0,0,F,62.150,Oui,No,ADSL,2215.450,One year,1,Bank transfer (automatic),35,No
OIRTO33248,1,0,1,H,104.650,Oui,No,Fibre,7288.400,One year,1,Bank transfer (automatic),71,No
KQJLK65834,1,1,0,F,94.650,Oui,No,Fibre,1285.050,Month-to-month,1,Electronic check,15,No
ECSHE68704,0,0,0,F,20.450,Oui,No,Non,34.800,One year,0,Mailed check,2,No
HAYWX69854,1,0,0,F,79.300,Oui,Yes,Fibre,2015.800,Month-to-month,0,Bank transfer (automatic),26,No
TJFAN41841,1,1,1,F,88.300,Oui,No,Fibre,273.750,Month-to-month,1,Mailed check,3,Yes
PIMHX40394,1,1,0,H,49.800,Oui,No,ADSL,2398.400,Two year,0,Mailed check,49,No
YIJGF00647,1,0,1,H,75.750,Oui,Yes,Fibre,1929.000,Month-to-month,1,Bank transfer (automatic),27,No
WQFUK17631,0,0,0,H,50.500,Oui,No,ADSL,147.750,Month-to-month,1,Mailed check,3,No
BKOSX10947,1,0,1,F,51.000,Non,No phone service,ADSL,2264.500,One year,0,Bank transfer (automatic),45,No
IIVVL53708,0,0,0,H,104.500,Oui,Yes,Fibre,3778.000,One year,1,Credit card (automatic),37,No
PBLJN14884,1,0,1,F,116.850,Oui,Yes,Fibre,8477.700,Two year,1,Bank transfer (automatic),72,No
UXRMT05164,0,0,0,F,92.050,Oui,Yes,Fibre,5755.800,One year,1,Electronic check,62,No
TMWYB85108,1,0,1,F,59.800,Oui,Yes,ADSL,3246.450,Two year,1,Bank transfer (automatic),54,No
QIQRV69678,1,0,1,H,101.900,Oui,No,Fibre,1667.250,One year,0,Electronic check,15,No
WXNGG13493,0,0,0,H,20.050,Oui,No,Non,20.050,Month-to-month,0,Bank transfer (automatic),1,Yes
ZAIFU17687,0,1,0,F,25.200,Non,No phone service,ADSL,25.200,Month-to-month,1,Electronic check,1,Yes
KXKFK03368,0,0,0,H,61.200,Non,No phone service,ADSL,4390.250,Two year,1,Credit card (automatic),72,No
POTJR80803,0,0,0,F,79.300,Oui,Yes,ADSL,2427.100,One year,1,Credit card (automatic),30,No
BCXEC21909,1,0,0,F,78.850,Oui,Yes,Fibre,3126.850,Month-to-month,1,Credit card (automatic),40,No
GNHWH62535,1,0,1,F,71.100,Oui,Yes,ADSL,5224.950,Two year,0,Mailed check,71,No
TRQYE20115,0,0,0,H,33.500,Non,No phone service,ADSL,600.000,Month-to-month,1,Credit card (automatic),18,Yes
GQWPO49872,0,0,0,H,25.100,Non,No phone service,ADSL,382.800,Month-to-month,0,Credit card (automatic),17,No
BJKOU47351,0,0,0,F,20.150,Oui,No,Non,804.850,Two year,0,Mailed check,40,No
AJYUA24994,1,1,0,F,110.800,Oui,Yes,Fibre,7882.250,Two year,1,Credit card (automatic),72,No
QQFLL39365,0,0,0,H,19.750,Oui,No,Non,39.300,Month-to-month,0,Mailed check,2,No
YMVWZ32519,0,0,0,H,24.050,Oui,Yes,Non,1301.900,One year,0,Bank transfer (automatic),53,No
XUAHX88799,1,0,0,H,116.250,Oui,Yes,Fibre,8564.750,Two year,1,Electronic check,71,No
IJPDU26044,1,0,0,F,96.550,Oui,No,Fibre,1901.650,Month-to-month,1,Electronic check,20,No
QMLLA43203,0,0,0,H,54.850,Oui,No,ADSL,370.400,Month-to-month,0,Mailed check,7,No
IMCGG56093,0,0,0,F,84.350,Oui,Yes,Fibre,1302.650,Month-to-month,1,Credit card (automatic),15,No
DJFPH18207,1,0,1,F,24.050,Oui,Yes,Non,1709.150,Two year,1,Bank transfer (automatic),72,No
AXJZP88591,1,0,1,H,23.800,Oui,Yes,Non,903.800,Two year,1,Mailed check,39,No
SVCRO32842,1,0,0,F,25.500,Oui,Yes,Non,1121.050,Two year,0,Mailed check,45,No
XNIKG87394,0,0,0,F,84.000,Oui,Yes,Fibre,424.750,Month-to-month,1,Electronic check,5,No
VCAEX68101,0,0,0,F,39.650,Non,No phone service,ADSL,1798.650,One year,0,Credit card (automatic),47,No
KLSEH43967,0,0,0,H,19.850,Oui,No,Non,63.000,Month-to-month,1,Electronic check,4,No
LWTFD90793,0,0,0,H,100.750,Oui,Yes,Fibre,4669.200,Month-to-month,0,Mailed check,47,No
EZKBY99213,0,0,1,H,95.300,Oui,Yes,Fibre,3275.150,Month-to-month,1,Bank transfer (automatic),33,No
VLQFB84044,1,0,1,F,25.250,Oui,Yes,Non,394.850,Month-to-month,1,Electronic check,15,No
SXOUN01308,0,0,0,H,89.400,Oui,Yes,Fibre,5976.900,Month-to-month,0,Credit card (automatic),66,No
IXSTS87809,0,0,0,F,90.100,Oui,Yes,Fibre,521.300,Month-to-month,1,Electronic check,6,Yes
RHKVR38244,0,0,0,F,19.700,Oui,No,Non,340.350,Month-to-month,0,Credit card (automatic),17,No
KLTEK23594,1,0,1,F,94.900,Oui,No,Fibre,3848.000,Month-to-month,1,Bank transfer (automatic),41,No
SOZGA10917,1,0,1,F,99.800,Oui,Yes,Fibre,5515.450,One year,1,Credit card (automatic),56,No
AMQRX21559,0,0,0,F,54.900,Oui,Yes,ADSL,1505.150,Month-to-month,1,Credit card (automatic),28,No
IEAXF37047,1,0,1,F,53.650,Non,No phone service,ADSL,3784.000,Two year,0,Credit card (automatic),72,No
XSBAT73126,0,0,0,H,49.750,Oui,No,ADSL,49.750,Month-to-month,0,Electronic check,1,No
YLMVT40103,0,0,0,F,106.600,Oui,Yes,Fibre,5893.950,Month-to-month,1,Credit card (automatic),56,No
ANOEI59158,1,0,0,H,79.150,Oui,Yes,ADSL,5536.500,Two year,0,Mailed check,70,No
LZBMD86792,1,0,0,H,90.650,Oui,No,Fibre,3974.150,One year,1,Bank transfer (automatic),44,No
HWUHI23722,0,0,0,H,44.350,Oui,No,ADSL,81.250,Month-to-month,0,Electronic check,2,Yes
WPHPM71626,1,0,1,H,71.600,Oui,Yes,ADSL,4230.250,Two year,0,Credit card (automatic),58,No
KNBHV88224,0,0,0,F,83.450,Oui,Yes,ADSL,3887.850,One year,1,Credit card (automatic),48,No
LVCRK03157,0,0,0,H,84.800,Oui,No,Fibre,888.750,Month-to-month,0,Electronic check,11,No
QMNTJ82631,1,0,0,H,115.550,Oui,Yes,Fibre,8425.300,Two year,1,Electronic check,72,No
SXDJP05267,1,0,0,H,42.100,Non,No phone service,ADSL,2962.000,Two year,0,Bank transfer (automatic),72,No
USSQZ52018,1,0,0,F,85.900,Oui,No,Fibre,2196.450,Month-to-month,0,Credit card (automatic),26,No
POCZS41323,1,0,0,H,39.900,Non,No phone service,ADSL,2020.900,Month-to-month,1,Electronic check,52,No
AZMTZ92575,1,0,1,F,20.100,Oui,No,Non,1078.750,Two year,0,Bank transfer (automatic),52,No
VYTKW54475,0,0,0,H,53.450,Oui,No,ADSL,1461.450,Month-to-month,0,Mailed check,27,No
WPXQM59605,0,0,0,H,79.050,Oui,No,Fibre,79.050,Month-to-month,1,Electronic check,1,Yes
UWHIS28262,1,0,0,H,81.400,Oui,Yes,Fibre,3775.850,Month-to-month,0,Bank transfer (automatic),45,No
XFOIL72516,0,0,0,F,89.200,Oui,Yes,Fibre,5500.600,Month-to-month,0,Mailed check,61,No
JHPMP69235,0,0,0,F,80.450,Oui,No,Fibre,137.100,Month-to-month,1,Electronic check,2,No
ORVIZ13738,1,0,1,F,66.350,Oui,Yes,ADSL,740.800,Month-to-month,1,Electronic check,11,Yes
OCUFY82203,0,0,0,F,60.250,Oui,No,ADSL,1258.350,One year,1,Electronic check,21,No
HGMJH94889,0,1,0,F,71.150,Oui,No,Fibre,71.150,Month-to-month,1,Electronic check,1,Yes
BEGGB24466,0,1,0,F,98.250,Oui,Yes,Fibre,560.600,Month-to-month,1,Electronic check,6,Yes
RFZRP57814,1,0,0,H,73.500,Oui,Yes,ADSL,5357.750,Two year,0,Credit card (automatic),71,No
KYVNF09738,1,0,1,F,70.650,Oui,No,ADSL,5011.150,Two year,1,Credit card (automatic),72,No
RLMVT37401,1,1,0,H,60.950,Oui,No,ADSL,4119.400,One year,1,Bank transfer (automatic),67,No
LXSDN58375,1,0,1,F,58.850,Oui,No,ADSL,1215.450,One year,1,Credit card (automatic),21,No
AHASP04042,1,0,0,H,19.700,Oui,No,Non,1421.900,Two year,0,Credit card (automatic),72,No
MKPXS19346,1,0,1,H,20.100,Oui,No,Non,620.550,One year,0,Credit card (automatic),33,No
SOLAY30496,1,0,0,F,95.200,Oui,Yes,Fibre,292.850,Month-to-month,1,Electronic check,3,Yes
RBTSB89149,1,0,0,H,93.800,Oui,Yes,Fibre,3019.500,Month-to-month,0,Electronic check,31,Yes
LFCZZ19255,0,1,0,H,50.050,Non,No phone service,ADSL,2743.450,One year,1,Bank transfer (automatic),55,No
JUXUI83729,0,0,1,H,74.350,Oui,Yes,Fibre,74.350,Month-to-month,1,Electronic check,1,Yes
OOKCL58632,0,0,0,F,18.850,Oui,No,Non,163.200,Month-to-month,0,Mailed check,10,No
COGGB82622,0,0,0,H,20.450,Oui,No,Non,20.450,Month-to-month,1,Mailed check,1,No
VEOYC33207,0,1,0,H,95.600,Oui,Yes,Fibre,1273.300,Month-to-month,1,Electronic check,14,No
ADRUX10961,1,0,1,F,74.250,Oui,Yes,Fibre,4859.250,One year,1,Bank transfer (automatic),66,No
MEISB56683,1,0,1,F,106.100,Oui,Yes,Fibre,7657.400,Two year,0,Credit card (automatic),72,No
JZAZL48017,1,0,1,F,29.600,Non,No phone service,ADSL,346.450,Month-to-month,1,Electronic check,11,No
KRMAW65783,0,0,0,H,93.400,Oui,No,Fibre,2979.300,Month-to-month,1,Credit card (automatic),32,No
ADFVN88846,1,1,0,H,101.950,Oui,Yes,Fibre,700.850,Month-to-month,1,Electronic check,7,Yes
VLYFX69333,1,0,1,H,59.950,Non,No phone service,ADSL,1848.800,One year,0,Electronic check,31,No
XJGDM48251,0,0,0,F,43.700,Non,No phone service,ADSL,2696.550,One year,0,Credit card (automatic),61,No
XWOQN18462,0,1,0,F,70.150,Oui,No,Fibre,70.150,Month-to-month,1,Electronic check,1,Yes
UZWLX80893,0,1,0,F,104.050,Oui,Yes,Fibre,7413.550,Two year,0,Bank transfer (automatic),71,No
AHUHD59409,0,0,0,H,70.600,Oui,No,Fibre,70.600,Month-to-month,0,Mailed check,1,Yes
CAJZV04329,0,0,0,H,90.700,Oui,No,Fibre,237.650,Month-to-month,0,Mailed check,3,No
ZPQRG32493,0,0,0,H,78.450,Oui,Yes,Fibre,330.050,Month-to-month,0,Electronic check,4,Yes
WEXXK67262,1,1,0,H,85.900,Oui,Yes,Fibre,2220.100,One year,1,Electronic check,27,No
AFWNC29845,0,0,0,F,95.400,Oui,No,Fibre,293.150,Month-to-month,0,Electronic check,3,No
UMROB91222,0,0,0,H,20.300,Oui,No,Non,20.300,Month-to-month,0,Mailed check,1,No
WHBIQ02386,1,0,1,H,89.700,Oui,Yes,ADSL,6339.300,Two year,0,Credit card (automatic),72,No
LBMUW24058,1,0,1,F,50.700,Non,No phone service,ADSL,3088.750,One year,1,Bank transfer (automatic),61,No
LXKDT51531,1,0,1,H,110.200,Oui,Yes,Fibre,7467.500,Two year,1,Electronic check,68,No
FDPEA30079,0,0,0,F,20.700,Oui,No,Non,39.850,Month-to-month,1,Bank transfer (automatic),2,No
SFVEW27913,0,0,0,F,20.150,Oui,No,Non,238.150,Month-to-month,0,Bank transfer (automatic),9,No
FRMTQ62655,0,0,0,H,20.400,Oui,No,Non,609.100,Two year,0,Bank transfer (automatic),31,No
WKXRZ66801,0,0,0,F,74.400,Oui,Yes,Fibre,215.800,Month-to-month,0,Bank transfer (automatic),3,Yes
RKMOW31743,1,0,1,H,109.950,Oui,Yes,Fibre,3782.400,Month-to-month,1,Electronic check,35,No
DDVLK08298,0,0,0,F,20.100,Oui,No,Non,302.450,One year,0,Credit card (automatic),15,No
YFWLT14152,0,1,0,F,89.300,Oui,No,Fibre,89.300,Month-to-month,1,Electronic check,1,Yes
FKVXZ75991,1,0,0,H,106.150,Oui,Yes,Fibre,4512.700,Month-to-month,1,Bank transfer (automatic),42,Yes
FPTAH56926,0,0,0,F,45.400,Oui,No,ADSL,45.400,Month-to-month,1,Mailed check,1,Yes
INWCK00207,1,0,1,F,95.750,Oui,Yes,Fibre,6849.400,Two year,1,Credit card (automatic),71,No
NMYVV31701,1,0,1,F,20.150,Oui,No,Non,930.900,Two year,0,Bank transfer (automatic),50,No
OPMBM88072,1,0,1,F,25.650,Oui,Yes,Non,1388.000,Two year,1,Credit card (automatic),55,No
HTYWR35574,0,0,0,F,74.050,Oui,Yes,ADSL,3496.300,Two year,0,Mailed check,47,No
KEYGT75528,1,0,0,H,19.550,Oui,No,Non,520.550,Two year,0,Bank transfer (automatic),27,No
PQHMK60616,0,0,0,F,19.900,Oui,No,Non,527.500,One year,0,Credit card (automatic),25,No
NZZIJ69071,0,0,0,F,99.150,Oui,Yes,Fibre,3615.600,Month-to-month,1,Electronic check,36,Yes
ISRNH22523,1,0,1,H,90.350,Oui,Yes,Fibre,767.900,One year,1,Electronic check,9,No
SUMCB04819,0,1,0,F,102.150,Oui,Yes,Fibre,4735.350,One year,1,Bank transfer (automatic),45,No
HOBAX47378,1,0,0,H,79.800,Oui,Yes,ADSL,5034.050,Two year,0,Credit card (automatic),63,No
YVMFA37809,1,0,1,F,68.550,Oui,No,ADSL,564.350,Month-to-month,1,Electronic check,8,No
NMQTX89081,0,0,0,H,65.600,Non,No phone service,ADSL,4566.500,Two year,1,Bank transfer (automatic),72,No
BJZHG29551,1,0,1,H,80.850,Oui,No,Fibre,1400.850,Month-to-month,0,Electronic check,17,Yes
CLUJA97762,1,1,0,F,77.500,Oui,Yes,Fibre,3807.350,Month-to-month,1,Electronic check,51,Yes
QGZNL90304,0,0,0,F,20.850,Oui,No,Non,161.650,Two year,0,Mailed check,8,No
QKIWO02689,0,0,0,F,19.750,Oui,No,Non,58.850,Month-to-month,0,Electronic check,3,Yes
HAPSU15554,1,0,1,F,23.900,Oui,Yes,Non,1663.500,Two year,0,Credit card (automatic),71,No
VWCCY64353,1,1,0,H,92.700,Oui,Yes,Fibre,5968.400,Two year,1,Credit card (automatic),65,No
GVNHT13209,1,0,1,H,108.400,Oui,Yes,Fibre,7767.250,Two year,1,Credit card (automatic),72,No
PMFUT52753,1,0,1,H,64.800,Non,No phone service,ADSL,4719.750,Two year,1,Credit card (automatic),72,No
QRAJY29884,0,0,0,H,110.050,Oui,Yes,Fibre,7430.750,Two year,1,Credit card (automatic),69,No
CGTOD72743,0,0,0,H,43.700,Non,No phone service,ADSL,2618.300,Two year,1,Bank transfer (automatic),62,No
ZXKVS04421,1,1,0,F,115.600,Oui,Yes,Fibre,6431.050,One year,1,Bank transfer (automatic),54,No
DIGZV14072,1,0,1,F,19.100,Oui,No,Non,52.000,Two year,0,Mailed check,3,No
LGEUL90695,1,0,0,H,59.950,Oui,No,ADSL,1406.000,Month-to-month,1,Bank transfer (automatic),23,No
DQMTP90464,0,0,0,H,20.750,Oui,No,Non,739.900,Month-to-month,0,Bank transfer (automatic),35,No
QMNRR60752,0,0,0,F,49.750,Oui,No,ADSL,2535.550,Month-to-month,1,Bank transfer (automatic),52,No
HFAZW50911,0,0,0,F,91.150,Oui,No,Fibre,168.500,Month-to-month,1,Electronic check,2,No
HSWOC91352,1,0,1,H,19.700,Oui,No,Non,1274.050,Two year,1,Bank transfer (automatic),64,No
BVCJH73656,0,0,0,H,24.400,Non,No phone service,ADSL,24.400,Month-to-month,1,Electronic check,1,No
MDZFX44502,1,0,1,H,74.350,Oui,Yes,Fibre,4453.300,Month-to-month,0,Bank transfer (automatic),60,No
GHBPI73841,1,0,0,H,35.150,Non,No phone service,ADSL,99.750,Month-to-month,1,Electronic check,3,Yes
BZIUW03929,1,0,0,F,105.000,Oui,Yes,Fibre,7589.800,Two year,1,Credit card (automatic),72,No
NRPAP39165,0,0,0,H,85.700,Oui,No,Fibre,256.750,Month-to-month,0,Credit card (automatic),3,No
JHKYS17446,1,0,0,F,24.700,Oui,Yes,Non,780.200,Month-to-month,0,Electronic check,34,No
BCQGE28429,0,0,0,H,75.350,Oui,Yes,Fibre,3161.400,Month-to-month,1,Credit card (automatic),43,No
MJPDY71344,0,1,0,F,102.850,Oui,Yes,Fibre,6976.750,One year,1,Credit card (automatic),66,No
RNPGT55553,0,0,1,H,24.800,Oui,Yes,Non,223.900,Month-to-month,0,Credit card (automatic),10,No
FDVVT05204,0,0,0,H,102.350,Oui,No,Fibre,3626.100,One year,1,Bank transfer (automatic),35,Yes
KDOMA06705,0,0,0,F,20.250,Oui,No,Non,20.250,Month-to-month,1,Mailed check,1,No
GWVPJ83294,1,0,1,F,69.750,Oui,No,Fibre,3557.700,Month-to-month,1,Bank transfer (automatic),50,No
VXNZD88166,0,0,0,F,75.100,Oui,Yes,Fibre,75.100,Month-to-month,1,Electronic check,1,Yes
LMRSF08952,0,0,0,H,64.900,Oui,No,ADSL,1509.800,One year,1,Bank transfer (automatic),23,No
LZQOH92832,1,0,1,H,74.400,Oui,Yes,Fibre,896.750,Month-to-month,1,Credit card (automatic),13,Yes
WJVCQ95775,0,0,0,F,54.450,Oui,Yes,ADSL,3687.750,Month-to-month,0,Mailed check,68,No
ROHMO44525,0,0,0,F,19.600,Oui,No,Non,331.600,Two year,0,Mailed check,15,No
BLBUC46826,1,0,0,H,70.950,Oui,No,ADSL,3250.450,One year,1,Electronic check,44,No
DHFWZ76015,0,0,0,F,24.000,Oui,Yes,Non,1183.050,Two year,0,Credit card (automatic),48,No
HSUSE08172,0,0,0,H,75.500,Oui,No,ADSL,75.500,Month-to-month,1,Electronic check,1,No
ZADCK45986,0,0,0,F,53.600,Non,No phone service,ADSL,2879.200,One year,1,Electronic check,53,No
ROJOC78836,1,0,0,F,44.900,Oui,No,ADSL,839.650,Month-to-month,0,Mailed check,19,No
NNPNO61453,0,0,0,F,44.150,Oui,No,ADSL,44.150,Month-to-month,0,Bank transfer (automatic),1,No
QLWTP97384,0,0,0,H,81.900,Oui,No,Fibre,3219.750,One year,0,Electronic check,39,No
QDGTH91547,1,0,1,H,104.300,Oui,Yes,Fibre,4451.850,One year,1,Credit card (automatic),43,No
FRQOC94309,0,0,1,F,87.100,Oui,Yes,Fibre,341.450,Month-to-month,1,Mailed check,4,Yes
