id_client,mariee,retraite,a_charge,genre,facture_mensuelle,telephone,plusieurs_numeros,internet,total_factures,contrat,facture_par_mail,type_de_paiement,client_depuis_mois,sortie_client
BKHOP57815,1,0,0,F,100.650,Oui,Yes,Fibre,7334.050,Two year,0,Bank transfer (automatic),72,No
CCIHA66914,1,0,0,F,84.950,Oui,Yes,ADSL,5150.550,Two year,1,Electronic check,62,No
SQXML39573,1,0,1,F,24.950,Oui,Yes,Non,894.300,Two year,0,Credit card (automatic),34,No
JNVRK64161,0,0,0,F,55.650,Oui,No,ADSL,2688.850,One year,0,Credit card (automatic),46,No
OBMLJ20409,0,0,0,H,81.700,Oui,Yes,Fibre,2548.650,One year,0,Credit card (automatic),31,No
NHAVY89823,0,0,0,H,100.500,Oui,Yes,Fibre,2673.450,One year,1,Bank transfer (automatic),27,No
DFKIC95543,1,0,1,H,54.450,Oui,Yes,ADSL,1588.700,Month-to-month,1,Bank transfer (automatic),30,No
FKOGQ37971,0,0,1,H,86.200,Oui,Yes,Fibre,893.200,Month-to-month,0,Electronic check,11,No
IFBQW06913,0,1,0,F,110.000,Oui,Yes,Fibre,4874.800,One year,1,Electronic check,46,Yes
QEXBZ04403,0,0,0,F,50.150,Oui,Yes,ADSL,2139.100,Month-to-month,1,Mailed check,44,No
JOKAR87382,0,0,0,F,67.700,Oui,No,ADSL,2882.250,One year,1,Mailed check,42,No
KTVFV74108,1,0,0,H,49.550,Oui,No,ADSL,878.350,Month-to-month,1,Mailed check,18,Yes
LVCPP28178,0,0,0,F,19.400,Oui,No,Non,1023.950,Two year,0,Credit card (automatic),50,No
TILVL64973,1,0,1,F,50.700,Oui,No,ADSL,350.350,Month-to-month,0,Mailed check,7,No
JTCUD08394,1,0,1,F,89.900,Oui,Yes,ADSL,5958.850,Two year,0,Credit card (automatic),66,No
MKWSG01282,0,0,1,F,45.800,Non,No phone service,ADSL,1147.000,Month-to-month,0,Mailed check,26,No
BDVDB37161,0,0,0,H,69.100,Oui,No,Fibre,69.100,Month-to-month,1,Electronic check,1,Yes
NOKYQ71597,1,0,0,H,93.150,Oui,Yes,Fibre,6368.200,Two year,1,Electronic check,67,No
YXSMB77145,0,0,0,F,100.500,Oui,Yes,Fibre,2599.950,Month-to-month,1,Bank transfer (automatic),26,No
OKWVH40709,1,0,0,F,94.600,Oui,Yes,Fibre,5025.800,Month-to-month,0,Bank transfer (automatic),52,No
YQBYY16891,0,0,1,F,76.600,Oui,Yes,Fibre,893.000,Month-to-month,1,Electronic check,12,No
UBQFC19078,0,1,0,H,72.850,Oui,No,Fibre,688.650,Month-to-month,1,Electronic check,10,Yes
QTKDO18951,0,0,0,F,43.950,Oui,No,ADSL,43.950,Month-to-month,0,Credit card (automatic),1,No
RYBHH35373,1,1,0,F,67.450,Oui,Yes,ADSL,3252.000,Month-to-month,1,Credit card (automatic),47,No
OFQCB54143,0,0,0,H,90.450,Oui,Yes,Fibre,5229.800,Two year,1,Credit card (automatic),57,No
IIDEO10316,0,0,0,F,70.850,Oui,No,Fibre,70.850,Month-to-month,1,Electronic check,1,Yes
SYSWS32589,0,1,0,H,113.800,Oui,Yes,Fibre,7845.800,Two year,0,Bank transfer (automatic),72,No
VSOBE07237,0,1,0,F,34.200,Non,No phone service,ADSL,1596.600,One year,0,Electronic check,45,No
UXBBR61885,1,0,0,F,20.250,Oui,No,Non,814.750,One year,1,Credit card (automatic),38,No
HOSAM19415,1,0,1,H,90.100,Oui,No,Fibre,90.100,Month-to-month,1,Electronic check,1,No
CDBUW36338,0,0,1,H,80.850,Oui,No,ADSL,1445.950,One year,0,Electronic check,17,No
KMENE82956,1,0,1,F,76.450,Oui,Yes,ADSL,4519.500,Two year,1,Mailed check,59,No
LZQXK01256,0,0,0,H,101.350,Oui,No,Fibre,1553.950,Month-to-month,1,Electronic check,15,Yes
DRTMJ97305,1,0,0,H,72.800,Oui,Yes,ADSL,2333.050,One year,1,Credit card (automatic),32,No
RNXZV10476,0,0,0,H,19.550,Oui,No,Non,876.150,Two year,0,Mailed check,43,No
BNCAS56999,0,1,0,H,24.650,Oui,Yes,Non,1766.750,Two year,1,Mailed check,71,No
TBWLC02064,1,0,0,F,114.650,Oui,Yes,Fibre,6049.500,One year,1,Mailed check,54,No
HFAFX90953,0,0,0,F,81.000,Oui,No,Fibre,389.600,Month-to-month,1,Credit card (automatic),5,Yes
NWVFJ31317,1,0,1,F,19.550,Oui,No,Non,294.500,One year,0,Mailed check,14,No
BQCEQ05961,1,0,1,F,100.150,Oui,No,Fibre,6283.300,Month-to-month,1,Electronic check,62,Yes
QHAFM63628,1,0,0,H,108.300,Oui,Yes,Fibre,4586.150,One year,1,Electronic check,42,No
LWLYN73944,0,0,0,F,70.150,Oui,No,Fibre,123.800,Month-to-month,1,Electronic check,2,No
MRMZF24523,1,1,0,F,25.700,Oui,Yes,Non,1937.400,Two year,1,Credit card (automatic),72,No
MXJHJ66091,1,0,1,F,25.100,Oui,Yes,Non,789.550,Two year,1,Mailed check,30,No
ITEMU59819,1,0,0,H,97.100,Oui,Yes,Fibre,3706.950,Month-to-month,1,Bank transfer (automatic),40,Yes
EQUUH01916,0,0,1,F,35.050,Non,No phone service,ADSL,844.450,Two year,0,Bank transfer (automatic),25,No
VIFJQ92531,1,0,0,H,67.050,Oui,Yes,ADSL,4309.550,One year,0,Credit card (automatic),65,No
HARPS12457,1,0,0,F,20.400,Oui,No,Non,292.400,Two year,0,Mailed check,14,No
TVBPP56274,0,0,1,F,20.100,Oui,No,Non,644.500,One year,1,Credit card (automatic),35,No
DGOWI11377,1,0,0,F,70.250,Oui,No,ADSL,2198.900,One year,0,Bank transfer (automatic),30,No
ZRHFP88129,1,0,1,F,86.450,Oui,No,Fibre,2538.050,One year,0,Electronic check,30,No
UZAVK52234,0,0,0,H,100.300,Oui,No,Fibre,6603.800,One year,1,Credit card (automatic),64,No
BGQGF07309,1,0,1,H,90.300,Oui,Yes,ADSL,6287.300,Two year,0,Credit card (automatic),71,No
UZIPO44306,0,0,0,H,36.850,Non,No phone service,ADSL,108.700,Month-to-month,1,Mailed check,3,Yes
YDNRM30304,0,0,0,H,74.850,Oui,Yes,Fibre,572.450,Month-to-month,1,Electronic check,8,No
JKFWI20257,0,0,0,H,99.000,Oui,Yes,Fibre,1301.700,Month-to-month,1,Mailed check,13,Yes
TODQS23321,0,0,0,F,25.050,Oui,Yes,Non,1171.500,One year,0,Credit card (automatic),48,No
OIJEA37092,0,0,0,H,85.200,Oui,No,Fibre,2184.600,One year,1,Electronic check,26,No
EHUZA09307,0,0,0,F,76.350,Oui,No,ADSL,2606.350,One year,1,Mailed check,36,No
IHETN91746,0,0,1,F,70.350,Oui,No,Fibre,3533.600,Two year,0,Credit card (automatic),50,No
BIDBU57244,1,0,0,H,55.350,Oui,Yes,ADSL,2633.950,One year,1,Electronic check,49,No
VASWC12179,1,1,0,H,100.550,Oui,No,Fibre,4304.000,One year,1,Bank transfer (automatic),43,No
XMJVH17357,1,0,1,H,19.350,Oui,No,Non,152.600,Month-to-month,1,Mailed check,8,No
PQHBB17911,0,0,1,F,61.200,Oui,No,ADSL,125.950,Month-to-month,1,Credit card (automatic),2,No
QGCLU14928,1,0,1,H,85.700,Oui,Yes,ADSL,4616.100,Month-to-month,0,Electronic check,53,No
YBAKM33271,1,0,0,F,96.900,Oui,No,Fibre,6314.350,One year,1,Mailed check,64,No
HPJKM52061,0,0,0,H,55.500,Oui,No,ADSL,934.150,Month-to-month,1,Credit card (automatic),17,No
AOUDH98148,0,0,0,H,19.500,Oui,No,Non,1050.500,Two year,0,Credit card (automatic),53,No
SBYAI68884,0,0,0,H,50.700,Oui,No,ADSL,50.700,Month-to-month,1,Mailed check,1,No
ACTAS15453,1,0,1,F,99.700,Oui,No,Fibre,4977.200,One year,1,Bank transfer (automatic),48,No
WSWDB76342,0,0,1,F,38.500,Non,No phone service,ADSL,330.800,Month-to-month,1,Electronic check,8,No
DJXAA68184,0,0,1,F,91.100,Oui,No,Fibre,964.350,Month-to-month,1,Electronic check,10,No
TBNBE28963,1,0,0,H,80.800,Oui,No,Fibre,3132.750,One year,0,Electronic check,40,No
XLDZR24984,1,0,1,F,73.600,Oui,No,ADSL,2316.850,Two year,0,Mailed check,32,No
WIKXB54398,1,1,0,H,94.550,Oui,No,Fibre,3851.450,Month-to-month,1,Electronic check,41,No
FMZPV33936,0,0,0,F,100.250,Oui,Yes,Fibre,2387.750,Month-to-month,1,Electronic check,25,Yes
KIOVK14528,0,0,1,H,89.100,Oui,Yes,Fibre,1949.400,Month-to-month,1,Credit card (automatic),22,No
IKHQQ55981,0,0,0,F,25.450,Oui,Yes,Non,1866.450,Two year,0,Credit card (automatic),72,No
LDFXO57892,0,0,0,H,24.600,Oui,Yes,Non,592.650,One year,0,Electronic check,24,No
HVDUJ66204,0,0,0,H,60.450,Oui,No,ADSL,1440.750,Month-to-month,0,Bank transfer (automatic),24,No
HDIYE86596,0,1,0,F,74.650,Oui,Yes,ADSL,4869.350,Month-to-month,0,Credit card (automatic),64,No
IFJOZ57602,0,0,0,H,107.950,Oui,Yes,Fibre,313.600,Month-to-month,0,Mailed check,3,No
YGZFK74424,0,0,0,H,49.800,Oui,Yes,ADSL,49.800,Month-to-month,1,Credit card (automatic),1,No
CBQUZ75376,0,1,0,H,109.400,Oui,Yes,Fibre,7031.450,Month-to-month,1,Bank transfer (automatic),63,No
EREMR09392,0,0,1,F,53.450,Oui,No,ADSL,718.100,Month-to-month,0,Mailed check,13,No
XWZOY73953,0,0,0,H,55.000,Non,No phone service,ADSL,1165.550,Month-to-month,1,Credit card (automatic),20,No
WEGCH02928,1,0,1,F,86.200,Oui,Yes,ADSL,4524.050,Month-to-month,1,Electronic check,54,No
ZYJZK44874,1,0,1,F,19.600,Oui,No,Non,763.100,One year,0,Credit card (automatic),38,No
TMZLF55396,0,1,0,H,69.750,Oui,No,Fibre,69.750,Month-to-month,1,Electronic check,1,Yes
WCESF96103,0,0,0,H,43.900,Non,No phone service,ADSL,3097.200,Two year,0,Electronic check,67,No
BYWMS12644,0,0,0,H,96.800,Oui,Yes,Fibre,5283.950,Month-to-month,1,Electronic check,55,Yes
XZBJL11772,1,0,1,H,64.150,Oui,Yes,ADSL,3491.550,One year,0,Bank transfer (automatic),53,No
IPCAO61996,1,0,1,F,26.100,Oui,Yes,Non,692.550,Two year,0,Mailed check,29,No
LYTRK38004,0,0,0,F,55.700,Oui,No,ADSL,795.150,One year,0,Mailed check,14,No
TORSS88699,0,0,0,F,60.350,Oui,No,ADSL,2896.400,One year,1,Credit card (automatic),48,Yes
NSRGI06676,1,0,0,F,69.550,Oui,Yes,ADSL,3435.600,One year,1,Mailed check,48,No
CWQFQ28535,0,0,1,H,59.550,Oui,No,ADSL,59.550,Month-to-month,1,Mailed check,1,No
AJRAO33781,1,0,1,H,24.850,Oui,Yes,Non,1013.600,One year,0,Electronic check,44,No
SKLKD94956,1,0,1,H,95.950,Oui,Yes,Fibre,4456.650,Month-to-month,1,Bank transfer (automatic),45,No
SKCVI14501,0,0,0,F,73.850,Oui,No,Fibre,4092.850,Month-to-month,1,Electronic check,56,Yes
YQQAJ80694,0,0,0,H,31.100,Non,No phone service,ADSL,419.700,Month-to-month,1,Mailed check,14,No
DLLMH44503,0,0,0,H,71.300,Oui,No,Fibre,157.750,Month-to-month,1,Credit card (automatic),2,No
QBBFM33405,1,1,0,H,54.100,Oui,No,ADSL,1992.850,One year,0,Credit card (automatic),36,No
SRAIP56695,0,0,0,F,39.500,Non,No phone service,ADSL,210.750,Month-to-month,0,Electronic check,5,Yes
CXRSC92203,1,0,1,F,61.400,Oui,Yes,ADSL,4059.850,Two year,0,Credit card (automatic),69,No
RITDD01814,1,0,1,H,108.150,Oui,No,Fibre,6825.650,Two year,0,Mailed check,62,No
RTCZG78788,0,0,0,F,19.900,Oui,No,Non,19.900,Month-to-month,0,Mailed check,1,No
SJDIS07084,0,0,0,F,65.000,Oui,Yes,ADSL,2157.500,Month-to-month,0,Mailed check,34,No
QTGDL38428,1,0,0,H,80.750,Oui,No,Fibre,1321.300,Month-to-month,0,Bank transfer (automatic),16,No
ZBDSN74732,1,0,1,F,18.800,Oui,No,Non,255.550,Two year,0,Mailed check,14,No
RAKOZ65591,1,0,1,H,97.950,Oui,Yes,Fibre,4917.900,One year,1,Electronic check,49,No
PTNPG96891,0,0,0,H,80.250,Oui,No,Fibre,144.550,Month-to-month,1,Electronic check,2,Yes
HZYLF58595,1,0,1,H,19.150,Oui,No,Non,515.750,Two year,1,Credit card (automatic),26,No
PFPXL62344,1,0,0,H,95.900,Oui,Yes,Fibre,2234.950,Month-to-month,0,Credit card (automatic),22,No
CPNLD62894,1,0,1,H,73.900,Oui,No,ADSL,2405.050,One year,1,Mailed check,33,Yes
TZZDT63689,1,0,1,H,19.500,Oui,No,Non,96.850,Two year,0,Credit card (automatic),4,No
ZFZIB38651,0,0,0,H,19.650,Oui,No,Non,358.150,Two year,0,Mailed check,19,No
BPTUT71645,0,0,1,H,89.550,Oui,Yes,ADSL,5012.350,Two year,0,Mailed check,57,No
WYRVP91345,0,0,0,H,86.350,Oui,No,Fibre,4267.150,One year,0,Mailed check,51,No
RGWBC76632,0,0,0,H,44.150,Oui,No,ADSL,44.150,Month-to-month,1,Mailed check,1,Yes
NOKBL02583,0,0,0,H,90.400,Oui,No,Fibre,268.450,Month-to-month,0,Electronic check,3,No
MRVET64692,1,0,1,H,20.200,Oui,No,Non,20.200,One year,1,Electronic check,1,No
JKOOW28344,0,0,0,F,45.900,Non,No phone service,ADSL,693.450,One year,0,Mailed check,15,No
LIAYI76394,0,0,0,H,79.750,Oui,Yes,ADSL,4217.800,Two year,1,Credit card (automatic),52,No
FDUIZ47101,1,0,0,H,100.300,Oui,Yes,Fibre,5614.450,One year,0,Credit card (automatic),56,Yes
BEQEU58357,0,0,0,H,76.950,Oui,Yes,Fibre,228.400,Month-to-month,1,Electronic check,3,Yes
GUXDC57015,1,0,0,F,35.400,Non,No phone service,ADSL,978.600,One year,0,Credit card (automatic),26,No
KTGUD57953,1,0,0,F,110.800,Oui,Yes,Fibre,7553.600,Two year,1,Bank transfer (automatic),68,No
LGECI70094,0,0,0,F,50.550,Oui,No,ADSL,235.650,Month-to-month,1,Bank transfer (automatic),4,No
FTQBF62858,1,0,1,H,25.550,Oui,Yes,Non,1867.700,Two year,0,Credit card (automatic),72,No
NIKRI06913,0,0,0,F,105.950,Oui,Yes,Fibre,4335.200,One year,1,Credit card (automatic),40,No
FKLZB15871,1,1,1,H,99.500,Oui,Yes,Fibre,6822.150,Month-to-month,1,Credit card (automatic),66,Yes
FBXNK10648,1,0,1,H,19.850,Oui,No,Non,19.850,One year,0,Credit card (automatic),1,No
ARFOY31973,0,1,0,F,105.000,Oui,No,Fibre,2007.250,Month-to-month,1,Mailed check,19,No
VCTXJ87177,0,0,0,H,19.550,Oui,No,Non,839.400,One year,1,Mailed check,42,No
DSMXK49474,1,0,1,H,97.700,Oui,Yes,Fibre,3410.000,Month-to-month,1,Bank transfer (automatic),34,No
NUVZD46148,0,0,0,F,81.100,Oui,No,Fibre,81.100,Month-to-month,1,Electronic check,1,Yes
VDZHY29255,1,0,1,H,88.700,Oui,Yes,ADSL,6501.350,Two year,0,Credit card (automatic),72,No
DVYGA72976,0,0,0,F,19.850,Oui,No,Non,996.950,One year,1,Bank transfer (automatic),51,No
BNWKF05338,1,1,0,F,85.450,Oui,Yes,Fibre,4874.700,Month-to-month,1,Electronic check,55,Yes
EQISJ60971,1,0,1,F,102.450,Oui,Yes,Fibre,6615.150,One year,1,Credit card (automatic),66,Yes
DCFFZ62675,1,1,0,F,90.050,Oui,Yes,Fibre,2627.200,Month-to-month,1,Electronic check,30,No
INRQV59137,1,1,0,H,90.150,Oui,No,Fibre,3128.800,One year,0,Mailed check,34,No
SLHPM55366,1,0,0,F,77.750,Oui,Yes,Fibre,4458.150,Month-to-month,1,Electronic check,55,Yes
YAUVY68388,0,0,0,F,95.100,Oui,Yes,Fibre,5064.850,Two year,1,Bank transfer (automatic),54,No
CTTLA46288,0,0,0,H,39.300,Non,No phone service,ADSL,2111.450,Month-to-month,1,Electronic check,57,Yes
BDVFH18675,1,0,1,H,74.350,Oui,Yes,Fibre,834.200,Month-to-month,1,Electronic check,11,Yes
FXCYS38455,0,0,0,H,19.650,Oui,No,Non,31.200,Month-to-month,1,Electronic check,2,No
DWFIO32236,0,1,0,H,69.350,Oui,No,Fibre,261.650,Month-to-month,0,Electronic check,4,No
JFODW35698,1,0,1,F,90.950,Oui,Yes,ADSL,6652.450,Two year,0,Credit card (automatic),72,No
TDYUO04423,1,0,0,H,20.050,Oui,No,Non,1036.000,Two year,1,Mailed check,48,No
NSXEM95349,0,0,0,H,20.650,Oui,No,Non,595.500,One year,1,Credit card (automatic),26,No
ZTTWP53849,1,0,1,F,19.800,Oui,No,Non,272.950,Month-to-month,0,Mailed check,15,No
UARKJ92745,0,0,0,F,83.200,Oui,No,Fibre,1130.000,Month-to-month,1,Bank transfer (automatic),15,No
KTTTA13479,1,0,0,H,102.450,Oui,No,Fibre,6654.100,One year,1,Credit card (automatic),64,No
JKADZ08354,0,0,0,F,111.250,Oui,Yes,Fibre,7984.150,Two year,1,Electronic check,71,No
FFVVH99687,0,0,0,H,68.800,Oui,Yes,ADSL,4111.350,One year,0,Bank transfer (automatic),63,No
FEVNO23697,0,0,0,H,19.900,Oui,No,Non,19.900,Month-to-month,1,Mailed check,1,No
UQQUG79408,1,0,1,F,104.400,Oui,Yes,Fibre,6721.600,One year,1,Bank transfer (automatic),64,No
SKUOB57029,1,0,0,F,19.600,Oui,No,Non,93.450,Month-to-month,0,Mailed check,4,No
PHQXK36402,0,0,0,F,89.900,Oui,Yes,Fibre,2806.900,Month-to-month,1,Electronic check,31,Yes
NQECA31924,1,0,0,H,110.000,Oui,Yes,Fibre,7611.850,Two year,1,Bank transfer (automatic),68,Yes
BQWPQ40022,0,0,0,H,81.750,Oui,Yes,ADSL,2028.800,Month-to-month,0,Bank transfer (automatic),25,No
IBKSW41939,1,0,1,H,24.750,Oui,Yes,Non,1769.600,Two year,0,Bank transfer (automatic),72,No
XYJAE67849,0,0,0,F,55.800,Oui,Yes,ADSL,1941.500,One year,0,Electronic check,36,No
OQFRW19423,0,0,0,H,44.000,Oui,No,ADSL,44.000,Month-to-month,0,Electronic check,1,No
VVOLG32137,1,0,1,H,25.350,Oui,Yes,Non,,Two year,0,Mailed check,0,No
AUFQN28056,0,0,0,F,19.800,Oui,No,Non,475.200,Two year,0,Credit card (automatic),25,No
FIMXL94988,0,0,0,F,19.200,Oui,No,Non,161.950,One year,1,Mailed check,8,No
ATZYV30268,1,0,1,F,75.100,Oui,No,ADSL,2658.800,One year,0,Bank transfer (automatic),37,No
XFYGW63509,0,1,0,H,94.750,Oui,No,Fibre,422.400,Month-to-month,1,Electronic check,4,No
SZVEM64218,1,0,1,F,82.850,Oui,No,Fibre,2320.800,One year,1,Bank transfer (automatic),28,No
ASVVY25802,1,0,0,F,45.400,Non,No phone service,ADSL,1593.100,Two year,0,Electronic check,37,No
ADSMJ71404,0,0,0,H,20.450,Oui,No,Non,162.300,Month-to-month,1,Credit card (automatic),8,No
PLSTK52073,1,0,1,H,48.750,Oui,No,ADSL,48.750,Month-to-month,1,Mailed check,1,No
NVCRI03578,0,0,1,F,20.050,Oui,No,Non,471.700,Month-to-month,0,Credit card (automatic),25,No
ASGMA47355,0,0,0,H,98.350,Oui,Yes,Fibre,2515.300,Month-to-month,1,Electronic check,26,Yes
NRWYE17045,0,1,0,F,80.850,Oui,No,Fibre,751.650,Month-to-month,1,Electronic check,9,Yes
HCOHW46586,1,0,1,F,102.800,Oui,No,Fibre,2110.150,Month-to-month,1,Electronic check,21,Yes
FUTGF42832,0,1,0,H,79.850,Oui,Yes,Fibre,1471.750,Month-to-month,1,Electronic check,19,Yes
AUQZO47125,0,0,0,H,33.600,Non,No phone service,ADSL,550.350,Month-to-month,0,Mailed check,18,No
QJVFX03634,0,0,0,H,108.150,Oui,Yes,Fibre,3432.900,Month-to-month,1,Credit card (automatic),32,Yes
FWTTE12616,0,1,0,H,34.650,Non,No phone service,ADSL,768.450,Month-to-month,1,Bank transfer (automatic),23,No
DVAPM59065,1,0,1,F,75.000,Oui,Yes,ADSL,4213.900,One year,1,Credit card (automatic),55,No
GSZYK82347,0,0,0,H,26.450,Oui,Yes,Non,1110.050,Two year,0,Bank transfer (automatic),43,No
JBHOV48169,0,1,0,H,44.700,Oui,No,ADSL,93.700,Month-to-month,1,Electronic check,2,Yes
SRWBJ64357,0,0,0,F,82.750,Oui,Yes,Fibre,417.750,Month-to-month,1,Electronic check,5,No
SBVSU97152,1,0,1,H,61.400,Oui,No,ADSL,815.550,Two year,1,Bank transfer (automatic),14,No
KTIHG83138,0,0,0,H,61.300,Oui,No,ADSL,249.400,Month-to-month,1,Electronic check,4,No
JGDKK78787,0,0,0,H,44.550,Oui,No,ADSL,220.750,Month-to-month,0,Mailed check,4,No
TCUYN93679,0,0,0,F,20.100,Oui,No,Non,223.600,Month-to-month,0,Mailed check,12,No
PDUKM13342,1,0,0,F,86.450,Oui,Yes,Fibre,5762.950,One year,0,Credit card (automatic),68,No
WBIYX72491,1,0,0,H,85.600,Oui,Yes,Fibre,813.850,Month-to-month,1,Electronic check,10,Yes
JVSYA06917,1,0,0,F,94.850,Oui,No,Fibre,5000.200,One year,1,Bank transfer (automatic),53,Yes
DFQNQ32247,1,0,0,F,89.000,Oui,Yes,Fibre,5898.600,One year,0,Electronic check,66,No
XQWGU79565,0,0,0,H,19.400,Oui,No,Non,460.250,Month-to-month,1,Credit card (automatic),27,No
ECPJR89882,1,1,1,F,79.600,Oui,Yes,Fibre,2718.300,Month-to-month,1,Mailed check,34,Yes
AXVKM47064,0,1,0,F,84.800,Oui,Yes,Fibre,906.850,Month-to-month,1,Credit card (automatic),11,Yes
RDSJZ39138,1,0,0,F,25.550,Oui,Yes,Non,1714.950,Two year,0,Mailed check,64,No
DLSLK06201,0,0,0,F,81.900,Oui,No,Fibre,1028.900,Month-to-month,1,Mailed check,13,No
MJSLN30394,0,0,1,H,20.200,Oui,No,Non,50.600,Month-to-month,0,Bank transfer (automatic),3,No
ATKGB13075,0,0,0,H,89.550,Oui,No,Fibre,2187.150,Month-to-month,1,Electronic check,24,No
GSSXW60239,1,0,0,F,61.450,Oui,No,ADSL,4131.200,Two year,1,Credit card (automatic),69,No
MUUQK05641,1,0,1,F,95.500,Oui,Yes,Fibre,1916.200,Month-to-month,1,Bank transfer (automatic),20,No
MFAJN61377,0,0,0,F,44.800,Non,No phone service,ADSL,2104.550,Month-to-month,1,Electronic check,48,No
GVPEQ92061,1,0,0,H,54.450,Non,No phone service,ADSL,706.850,Month-to-month,1,Electronic check,13,Yes
PZMSN43955,0,1,0,H,85.550,Oui,No,Fibre,408.500,Month-to-month,1,Electronic check,5,No
ACWBI93894,1,0,1,F,69.950,Oui,No,Fibre,320.400,Month-to-month,0,Credit card (automatic),5,No
ERLNB87751,1,1,0,H,74.300,Oui,Yes,Fibre,74.300,Month-to-month,0,Electronic check,1,No
RKJIF95747,1,0,1,H,94.400,Oui,Yes,Fibre,2838.700,Month-to-month,1,Electronic check,30,Yes
WYOAW73151,0,0,0,H,100.750,Oui,Yes,Fibre,1313.250,Month-to-month,0,Electronic check,13,No
IYUUQ32141,1,0,0,F,93.700,Oui,No,Fibre,5860.700,One year,0,Bank transfer (automatic),61,No
LFJRU96184,0,0,0,F,20.450,Oui,No,Non,82.850,Month-to-month,0,Credit card (automatic),4,No
MFLUW41903,1,0,1,F,55.200,Oui,No,ADSL,528.350,Month-to-month,0,Credit card (automatic),10,Yes
WLKUW21504,1,0,0,F,63.900,Oui,Yes,ADSL,2635.000,One year,0,Bank transfer (automatic),40,No
ZTVYB61716,1,0,0,H,66.250,Oui,Yes,ADSL,2907.350,Month-to-month,0,Bank transfer (automatic),43,No
VHVEG75906,1,0,0,F,29.850,Non,No phone service,ADSL,29.850,Month-to-month,1,Electronic check,1,No
EJEGL51868,0,0,0,H,69.500,Oui,No,ADSL,653.250,Month-to-month,1,Mailed check,9,No
VFRLC55503,0,1,0,F,69.850,Oui,No,Fibre,69.850,Month-to-month,1,Electronic check,1,Yes
PZGAB11787,0,0,0,F,20.250,Oui,No,Non,383.650,One year,0,Credit card (automatic),19,No
JTUQI01961,0,0,0,F,75.200,Oui,Yes,Fibre,633.850,Month-to-month,1,Credit card (automatic),9,No
SIMNS42994,0,0,0,H,81.150,Oui,Yes,Fibre,784.450,Month-to-month,1,Electronic check,9,No
YGKFW08598,1,0,1,H,20.050,Oui,No,Non,345.900,One year,0,Bank transfer (automatic),18,No
PADAS47533,1,0,0,F,105.700,Oui,Yes,Fibre,6816.950,One year,1,Bank transfer (automatic),67,No
DIMPH36383,1,0,0,F,43.800,Oui,No,ADSL,592.650,One year,0,Electronic check,13,No
OFDBP67157,0,0,0,H,70.050,Oui,No,ADSL,346.400,Month-to-month,1,Electronic check,5,Yes
PXBAT01776,1,1,0,H,109.900,Oui,Yes,Fibre,3694.700,Month-to-month,1,Bank transfer (automatic),33,No
GHZEP12215,0,0,0,F,65.100,Oui,No,ADSL,3846.750,Two year,1,Mailed check,62,No
XKHMD88097,1,0,0,H,100.550,Oui,Yes,Fibre,7325.100,Two year,1,Bank transfer (automatic),72,No
WXLCH93675,0,0,0,H,84.500,Oui,Yes,Fibre,662.650,Month-to-month,0,Bank transfer (automatic),8,Yes
CFOCS19765,1,1,0,F,46.000,Oui,No,ADSL,46.000,Month-to-month,0,Electronic check,1,Yes
CHBFN22703,1,0,0,F,95.100,Oui,Yes,Fibre,4060.550,Month-to-month,1,Credit card (automatic),44,No
BOJKI20853,1,0,0,H,96.650,Oui,No,Fibre,1588.250,One year,1,Bank transfer (automatic),17,No
